species_name,common_name,status,category,extent,temporal_range,expected_obs,actual_obs,last_updated,taxonomic_rank,gbif_key,data_quality,color,notes,countries_observed,subregion,host_plants,host_plant_families,host_plant_status
Eurybia molochina,Eurybia molochina,complete,lepidoptera,"[-73.27, -28.49, -40.68, 1.24]",2015-03-04 to 2025-12-28,0,74,2026-03-08,SPECIES,5140654,100,,,"BR,CO,PE",South America,,,
Cymothoe hobarti,Hobart's Red Glider,complete,lepidoptera,"[16.63, -2.88, 34.94, 2.59]",2015-02-03 to 2024-10-29,18,18,2026-03-08,SPECIES,11447885,100,,,"CD,CG,KE,UG",Sub-Saharan Africa,,,
Taenaris urania,Taenaris urania,complete,lepidoptera,"[126.24, -3.17, 129.47, -2.75]",2016-11-20 to 2025-12-12,6,6,2026-03-07,SPECIES,1914890,100,,,ID,South-Eastern Asia,,,
Thisbe irenea,Irenia Metalmark,complete,lepidoptera,"[-96.31, -22.86, -42.87, 19.18]",2015-06-20 to 2025-12-31,230,228,2026-03-08,SPECIES,5140969,99.1,,,"BR,BZ,CO,CR,EC,GF,GT,HN,MX,PA,PE,SR,TT,VE",South America,,,
Adelpha eulalia,Arizona Sister,complete,lepidoptera,"[-124.50, 13.94, -87.07, 45.87]",2015-01-01 to 2025-12-21,13035,12812,2026-03-08,SPECIES,5714316,98.3,,,"GT,HN,MX,SV,US",Central America,,,
Prepona deiphile,Orange-spotted Prepona,complete,lepidoptera,"[-147.66, -69.41, -67.61, 20.25]",2015-11-19 to 2025-10-13,11,11,2026-03-08,SPECIES,1912077,100,,,"AQ,BO,CR,GT,MX,PE",Central America,,,
Danaus affinis,Malay Tiger,complete,lepidoptera,"[99.34, -33.89, 167.39, 13.43]",2015-01-10 to 2025-12-31,2253,2248,2026-03-08,SPECIES,6100725,99.8,,,"AU,ID,KH,MY,NC,PG,PW,SB,SG,TH,TL,VN",South-Eastern Asia,,,
Trogonoptera brookiana,Rajah Brooke's Birdwing,complete,lepidoptera,"[97.66, -2.79, 118.72, 6.21]",2015-02-17 to 2025-12-20,575,575,2026-03-08,SPECIES,1937514,100,,,"BN,ID,MY",South-Eastern Asia,,,
Euphaedra themis,Themis Forester,complete,lepidoptera,"[-1.34, 3.98, 9.26, 9.07]",2016-10-10 to 2025-04-27,23,23,2026-03-08,SPECIES,1896444,100,,,"CM,GH,NG,TG",Sub-Saharan Africa,,,
Junonia rhadama,Junonia rhadama,complete,lepidoptera,"[2.19, -25.04, 63.45, 46.64]",2015-02-20 to 2025-12-28,0,542,2026-03-08,SPECIES,5130487,100,,,"FR,KM,MG,MU,RE,TZ,YT",Sub-Saharan Africa,,,
Pachliopta aristolochia,Common Rose,complete,lepidoptera,"[92.63, 10.16, 107.43, 19.41]",2015-09-13 to 2025-04-30,13,13,2026-03-08,SPECIES,11833166,100,,,"IN,KH,MM,TH,VN",South-Eastern Asia,,,
Morpho cisseis,Cisseis Morpho,complete,lepidoptera,"[-77.78, -15.80, -50.27, 1.22]",2015-08-06 to 2025-10-07,17,17,2026-03-07,SPECIES,5133322,100,,,"BO,BR,CO,EC,PE",South America,,,
Zerynthia polyxena,Southern Festoon,complete,lepidoptera,"[-8.00, -20.04, 57.57, 56.59]",2015-01-01 to 2025-07-24,14056,13979,2026-03-08,SPECIES,5141262,99.5,,,"AL,AT,BA,BG,BY,CH,CY,CZ,DE,ES,FR,GR,HR,HU,IT,MD,ME,MK,MU,PT,RO,RS,RU,SI,SK,TR,UA,XK",Southern Europe,,,
Speiredonia spectans,Speiredonia spectans,complete,lepidoptera,"[130.74, -38.40, 167.45, -12.43]",2016-01-03 to 2025-12-31,1429,1408,2026-03-07,SPECIES,1797039,98.5,,,"AU,NC",Australia and New Zealand,,,
Marpesia petreus,Ruddy Daggerwing,complete,lepidoptera,"[-112.09, -34.89, 119.55, 33.37]",2015-01-04 to 2025-12-31,5976,5934,2026-03-08,SPECIES,5133621,99.3,,,"AR,BO,BQ,BR,BZ,CO,CR,DM,DO,EC,GF,GP,GT,HN,ID,KN,LC,MS,MX,NI,PA,PE,PR,PY,SR,SV,TT,US,UY,VE",South America,,,
Hamadryas laodamia,Starry Night Cracker,complete,lepidoptera,"[-96.64, -25.03, -35.17, 18.06]",2015-01-12 to 2025-12-27,1163,1157,2026-03-07,SPECIES,9255328,99.5,,,"BO,BR,BZ,CO,CR,EC,GF,GT,HN,MX,NI,PA,PE,PY,SR,TT,VE",South America,,,
Aglais urticae,Small Tortoiseshell,complete,lepidoptera,"[-128.59, -90.00, 172.47, 71.17]",2015-01-01 to 2025-08-09,957401,857686,2026-03-09,SPECIES,1894840,89.6,,,"AD,AL,AM,AQ,AT,AX,AZ,BA,BE,BG,BY,CA,CH,CN,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GG,GR,HR,HU,IE,IM,IN,IQ,IR,IS,IT,JE,JP,KG,KZ,LB,LI,LT,LU,LV,MD,ME,MG,MK,MN,NL,NO,NZ,PL,PT,RO,RS,RU,SE,SI,SK,SM,SY,TJ,TR,UA,UZ,XK",Northern Europe,,,
Caria chrysame,Caria chrysame,complete,lepidoptera,"[-77.60, -15.81, -67.56, -0.62]",2018-12-26 to 2021-09-19,4,4,2026-03-07,SPECIES,5141065,100,,,"BO,EC",South America,,,
Melitaea phoebe,Knapweed Fritillary,complete,lepidoptera,"[-9.79, 29.79, 129.70, 62.04]",2015-01-01 to 2025-10-15,38720,36928,2026-03-07,SPECIES,7934873,95.4,,,"AD,AL,AM,AT,BA,BG,BY,CH,CN,DE,DK,DZ,EE,ES,FR,GE,GR,HR,HU,IL,IT,KG,KZ,LI,LT,LV,MA,MD,ME,MK,MN,PL,PS,PT,RO,RS,RU,SI,SK,SY,TR,UA,XK",Southern Europe,,,
Euptoieta hegesia,Mexican Fritillary,complete,lepidoptera,"[-112.19, -30.05, -34.80, 34.86]",2015-01-03 to 2025-12-31,7478,7340,2026-03-07,SPECIES,1894329,98.2,,,"AR,BO,BR,BS,BZ,CO,CR,CU,CW,DO,EC,GF,GT,GY,HN,HT,JM,KY,MX,NI,PA,PE,PR,PY,SV,TT,US,VE",South America,,,
Epiphile orea,Epiphile orea,complete,lepidoptera,"[-91.23, -29.68, -40.21, 14.59]",2015-02-05 to 2025-12-31,314,314,2026-03-07,SPECIES,1900134,100,,,"AR,BO,BR,CO,CR,EC,GT,HN,PA,PE,PY",South America,,,
Bebearia tentyris,Hewitson's Forester,complete,lepidoptera,"[-1.38, -1.77, 13.00, 7.95]",2015-04-05 to 2025-05-12,68,64,2026-03-08,SPECIES,9180243,94.1,,,"CM,GA,GH",Sub-Saharan Africa,,,
Callophrys rubi,Green Hairstreak,pending,lepidoptera,"[-10.47, 31.19, 149.09, 70.59]",2015-01-01 to 2025-09-24,173310,155009,2026-03-07,SPECIES,1932411,89.4,,,"AD,AL,AM,AT,AX,AZ,BA,BE,BG,BY,CH,CN,CZ,DE,DK,DZ,EE,ES,FI,FR,GB,GE,GG,GR,HR,HU,IE,IL,IQ,IR,IT,JE,KZ,LB,LI,LT,LU,LV,MA,ME,MK,MN,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SY,TR,UA,XK",Southern Europe,,,
Gonepteryx rhamni,Common Brimstone,complete,lepidoptera,"[-61.64, 16.16, 94.11, 69.77]",2015-01-04 to 2025-12-31,1252287,1180105,2026-03-09,SPECIES,1920712,94.2,,,"AD,AL,AM,AT,AX,AZ,BA,BE,BG,BY,CH,CN,CZ,DE,DK,DZ,EE,EG,ES,FI,FR,GB,GE,GG,GP,GR,HR,HU,IE,IL,IM,IN,IR,IT,JE,KG,KZ,LB,LI,LT,LU,LV,MA,MC,ME,MK,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SY,TR,UA,XK",Northern Europe,,,
Battus belus,Belus Swallowtail,complete,lepidoptera,"[-85.41, -15.63, -52.35, 10.99]",2017-07-13 to 2025-12-07,62,62,2026-03-07,SPECIES,5141329,100,,,"BR,CO,CR,EC,GF,GY,PA,PE,SR,VE",South America,,,
Symmachia rubina,Rubina Metalmark,complete,lepidoptera,"[-96.31, -12.87, 11.54, 48.17]",2015-07-14 to 2025-06-28,32,32,2026-03-07,SPECIES,5141042,100,,,"BZ,CO,CR,DE,MX,PA,PE",Central America,,,
Cethosia hypsea,Malay Lacewing,complete,lepidoptera,"[97.65, -8.80, 119.75, 11.07]",2015-04-13 to 2025-12-04,183,183,2026-03-07,SPECIES,1904764,100,,,"BN,ID,MM,MY,PH,SG,TH",South-Eastern Asia,,,
Saturnia pavonia,Small Emperor Moth,complete,lepidoptera,"[-10.47, 36.01, 117.93, 70.50]",2015-01-01 to 2025-12-13,24135,23429,2026-03-07,SPECIES,1867820,97.1,,,"AD,AM,AT,AX,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GG,HU,IE,IM,IT,KZ,LI,LT,LU,LV,ME,MK,MN,NL,NO,PL,PT,RO,RS,RU,SE,SK,UA",Northern Europe,,,
Euthalia patala,Grand Duchess,complete,lepidoptera,"[76.33, 17.31, 101.52, 32.25]",2015-03-24 to 2025-08-17,72,72,2026-03-07,SPECIES,5130971,100,,,"IN,NP,TH",Southern Asia,,,
Chlosyne californica,California Patch,complete,lepidoptera,"[-118.45, 25.91, -108.17, 37.19]",2015-03-07 to 2025-12-28,1447,1424,2026-03-07,SPECIES,1914410,98.4,,,"MX,US",Northern America,,,
Ascalapha odorata,Black Witch Moth,complete,lepidoptera,"[-169.54, -38.85, 166.63, 52.71]",2015-01-01 to 2025-12-31,19415,19363,2026-03-07,SPECIES,1775796,99.7,,,"AG,AI,AR,AW,BB,BE,BM,BO,BQ,BR,BS,BZ,CA,CL,CO,CR,CU,CW,DM,DO,EC,GD,GF,GP,GT,GY,HN,HT,JM,KI,KN,KY,LC,MF,MQ,MS,MX,NI,PA,PE,PR,PY,SR,SV,SX,TC,TT,UM,US,UY,VC,VE,VG,VI",Caribbean,,,
Stibochiona nicea,Popinjay,complete,lepidoptera,"[77.14, -6.95, 121.82, 32.52]",2015-03-01 to 2025-12-14,619,619,2026-03-07,SPECIES,1895159,100,,,"BD,BT,CN,ID,IN,LA,MM,MY,NP,TH,VN",South-Eastern Asia,,,
Ornithoptera goliath,Goliath Birdwing,complete,lepidoptera,"[129.09, -4.15, 137.10, -0.97]",2016-07-29 to 2025-10-18,39,39,2026-03-07,SPECIES,1937442,100,,,ID,South-Eastern Asia,,,
Mechanitis polymnia,Orange-spotted Tiger Clearwing,complete,lepidoptera,"[-118.58, -27.30, -38.31, 37.33]",2015-01-04 to 2025-12-30,2093,2053,2026-03-07,SPECIES,1902479,98.1,,,"AR,BO,BR,BZ,CO,CR,EC,GF,GT,HN,MX,NI,PA,PE,SR,SV,TT,US,VE",South America,,,
Morpho aurora,Aurora Morpho,complete,lepidoptera,"[-71.53, -18.11, -63.60, -13.03]",2016-02-26 to 2025-10-09,7,7,2026-03-07,SPECIES,5133464,100,,,"BO,PE",South America,,,
Myscelia cyananthe,Blackened Bluewing,complete,lepidoptera,"[-112.49, 15.67, -89.79, 31.74]",2015-01-12 to 2025-12-31,809,797,2026-03-07,SPECIES,1901268,98.5,,,"MX,US",Central America,,,
Creonpyge creon,Creon Skipper,complete,lepidoptera,"[-85.31, 8.63, -80.03, 10.76]",2015-06-13 to 2025-09-27,33,33,2026-03-07,SPECIES,11425116,100,,,"CR,PA",Central America,,,
Myscelia ethusa,Mexican Bluewing,pending,lepidoptera,"[-107.42, 9.13, -79.72, 31.54]",2015-01-16 to 2025-12-31,2630,2469,2026-03-07,SPECIES,8247566,93.9,,,"BZ,CO,CR,GT,HN,MX,NI,PA,SV,US",Central America,,,
Junonia orithya,Blue Pansy,pending,lepidoptera,,,,,,,,,,,,,,,
Parnassius smintheus,Rocky Mountain Parnassian,pending,lepidoptera,,,,,,,,,,,,,,,
Lycaena phlaeas,,,,,,,,,,,,,,,,,,
Junonia orithya,,,,,,,,,,,,,,,,,,
Dione vanillae,,,,,,,,,,,,,,,,,,
Pieris rapae,,,,,,,,,,,,,,,,,,
Noctua pronuba,,,,,,,,,,,,,,,,,,
Heteronympha merope,,,,,,,,,,,,,,,,,,
Pyrrhactia isabella,,,,,,,,,,,,,,,,,,
Crasilogia gressitti,,,,,,,,,,,,,,,,,,
Hyphantria cunea,,,,,,,,,,,,,,,,,,
Atalopedes huron,,,,,,,,,,,,,,,,,,
Limenitis arthemis,,,,,,,,,,,,,,,,,,
Strymon melinus,,,,,,,,,,,,,,,,,,
Hylephila phyleus,,,,,,,,,,,,,,,,,,
Papilio glaucus,,,,,,,,,,,,,,,,,,
Vanessa kershawi,,,,,,,,,,,,,,,,,,
Anticlea vasiliata,,,,,,,,,,,,,,,,,,
Ectropis crepuscularia,,,,,,,,,,,,,,,,,,
Polyommatus icarus,,,,,,,,,,,,,,,,,,
Pasiphila rectangulata,,,,,,,,,,,,,,,,,,
Geitoneura klugii,,,,,,,,,,,,,,,,,,
Epargureus clarus,,,,,,,,,,,,,,,,,,
Apamea cogitata,,,,,,,,,,,,,,,,,,
Maniola jurtina,,,,,,,,,,,,,,,,,,
Pararge aegeria,,,,,,,,,,,,,,,,,,
Campaea perlata,,,,,,,,,,,,,,,,,,
Dysstroma citrata,,,,,,,,,,,,,,,,,,
Lerema accius,,,,,,,,,,,,,,,,,,
Anaplectoides prasina,,,,,,,,,,,,,,,,,,
Colias eurytheme,,,,,,,,,,,,,,,,,,
Danaus gilippus,,,,,,,,,,,,,,,,,,
Coelodasus unicornis,,,,,,,,,,,,,,,,,,
Hypena scabra,,,,,,,,,,,,,,,,,,
Microcrambus elegans,,,,,,,,,,,,,,,,,,
Limenitis archippus,,,,,,,,,,,,,,,,,,
Zizina otis,,,,,,,,,,,,,,,,,,
Orgyia leucostigma,,,,,,,,,,,,,,,,,,
Scaphidriotis xylogramma,,,,,,,,,,,,,,,,,,
Venusia cambrica,,,,,,,,,,,,,,,,,,
Paraclemensia acerifoliella,,,,,,,,,,,,,,,,,,
Halysidota tessellaris,,,,,,,,,,,,,,,,,,
Urbanus proteus,,,,,,,,,,,,,,,,,,
Paradromulia ambigua,,,,,,,,,,,,,,,,,,
Anartia jatrophae,,,,,,,,,,,,,,,,,,
Dryocampa rubicunda,,,,,,,,,,,,,,,,,,
Eurema nicippe,,,,,,,,,,,,,,,,,,
Addaea subtessellata,,,,,,,,,,,,,,,,,,
Ocybadistes walkeri,,,,,,,,,,,,,,,,,,
Plutella xylostella,,,,,,,,,,,,,,,,,,
Hypagyrtis unipunctata,,,,,,,,,,,,,,,,,,
Antheraea polyphemus,,,,,,,,,,,,,,,,,,
Catoria camelaria,,,,,,,,,,,,,,,,,,
Habrosyne scripta,,,,,,,,,,,,,,,,,,
Lon zabulon,,,,,,,,,,,,,,,,,,
Euphyes vestris,,,,,,,,,,,,,,,,,,
Anavitrinella pampinaria,,,,,,,,,,,,,,,,,,
Malacosoma americana,,,,,,,,,,,,,,,,,,
Traminda aventiaria,,,,,,,,,,,,,,,,,,
Nudaria mollis,,,,,,,,,,,,,,,,,,
Hydrelia inornata,,,,,,,,,,,,,,,,,,
Polygonia c-album,,,,,,,,,,,,,,,,,,
Ochlodes sylvanus,,,,,,,,,,,,,,,,,,
Melanolophia imitata,,,,,,,,,,,,,,,,,,
Orthosia hibisci,,,,,,,,,,,,,,,,,,
Sauris malaca,,,,,,,,,,,,,,,,,,
Chlorochlamys chloroleucaria,,,,,,,,,,,,,,,,,,
Euphaedra eleus,,,,,,,,,,,,,,,,,,
Chlosyne lacinia,,,,,,,,,,,,,,,,,,
Junonia cymodoce,,,,,,,,,,,,,,,,,,
Libytheana carinenta,,,,,,,,,,,,,,,,,,
Udea rubigalis,,,,,,,,,,,,,,,,,,
Estigmene acrea,,,,,,,,,,,,,,,,,,
Edrosis sarcitrella,,,,,,,,,,,,,,,,,,
Iridopsis defectaria,,,,,,,,,,,,,,,,,,
Papilio machaon,,,,,,,,,,,,,,,,,,
Thymelicus lineola,,,,,,,,,,,,,,,,,,
Pleuroprucha insulsaria,,,,,,,,,,,,,,,,,,
Pseudothyatira cymatophoroides,,,,,,,,,,,,,,,,,,
Ascia monuste,,,,,,,,,,,,,,,,,,
Nematocampa resistaria,,,,,,,,,,,,,,,,,,
Eurema lisa,,,,,,,,,,,,,,,,,,
Aglais io,,,,,,,,,,,,,,,,,,
Euphyaia intermediata,,,,,,,,,,,,,,,,,,
Coesyra hemiphragma,,,,,,,,,,,,,,,,,,
Lophocampa maculata,,,,,,,,,,,,,,,,,,
Asterocampa celtis,,,,,,,,,,,,,,,,,,
Cisseps fulvicollis,,,,,,,,,,,,,,,,,,
Amphithera heteroleuca,,,,,,,,,,,,,,,,,,
Lymantria dispar,,,,,,,,,,,,,,,,,,
Scopula limboundata,,,,,,,,,,,,,,,,,,
Xestia c-nigrum,,,,,,,,,,,,,,,,,,
Pieris napi,,,,,,,,,,,,,,,,,,
Protoboarmia porcelaria,,,,,,,,,,,,,,,,,,
Ctenucha virginica,,,,,,,,,,,,,,,,,,
Epirrhoe alternata,,,,,,,,,,,,,,,,,,
Ectropis bispinaria,,,,,,,,,,,,,,,,,,
Casbia rectaria,,,,,,,,,,,,,,,,,,
Ecliptopera silaceata,,,,,,,,,,,,,,,,,,
Eurema hecabe,,,,,,,,,,,,,,,,,,
Acrocercops obscurella,,,,,,,,,,,,,,,,,,
Spilosoma virginica,,,,,,,,,,,,,,,,,,
Horisme intestinata,,,,,,,,,,,,,,,,,,
Pieris brassicae,,,,,,,,,,,,,,,,,,
Macaria pustularia,,,,,,,,,,,,,,,,,,
Euclea dephinii,,,,,,,,,,,,,,,,,,
Automeris io,,,,,,,,,,,,,,,,,,
Deprena arcuata,,,,,,,,,,,,,,,,,,
Spargania manoliata,,,,,,,,,,,,,,,,,,
Spoladea recurvalis,,,,,,,,,,,,,,,,,,
Lophocampa caryae,,,,,,,,,,,,,,,,,,
Gonepteryx rhamni,,,,,,,,,,,,,,,,,,
Coenonympha pamphilus,,,,,,,,,,,,,,,,,,
Strumon istapa,,,,,,,,,,,,,,,,,,
Lambdina discellaria,,,,,,,,,,,,,,,,,,
Cladara limitaria,,,,,,,,,,,,,,,,,,
Colias crocea,,,,,,,,,,,,,,,,,,
Lasiommata megera,,,,,,,,,,,,,,,,,,
Malacosoma disstria,,,,,,,,,,,,,,,,,,
Attea aurea,,,,,,,,,,,,,,,,,,
Adoneta spinuloides,,,,,,,,,,,,,,,,,,
Neoalcis californiaria,,,,,,,,,,,,,,,,,,
Hypena baltimoralis,,,,,,,,,,,,,,,,,,
Lithacodes fasciola,,,,,,,,,,,,,,,,,,
Barea nymphica,,,,,,,,,,,,,,,,,,
Phrissogonus laticostata,,,,,,,,,,,,,,,,,,
Actias luna,,,,,,,,,,,,,,,,,,
Erynnis horatius,,,,,,,,,,,,,,,,,,
Darapsa myron,,,,,,,,,,,,,,,,,,
Spodoptera ornithogalli,,,,,,,,,,,,,,,,,,
Asterocampa clyton,,,,,,,,,,,,,,,,,,
Hypssoropha hormos,,,,,,,,,,,,,,,,,,
Pseudaletia unipuncta,,,,,,,,,,,,,,,,,,
Junonia villida,,,,,,,,,,,,,,,,,,
Heliconious charithonia,,,,,,,,,,,,,,,,,,
Emmelina monodactyla,,,,,,,,,,,,,,,,,,
Plemyria georgii,,,,,,,,,,,,,,,,,,
Chroristoneura rosaceana,,,,,,,,,,,,,,,,,,
Ancyloxypha numitor,,,,,,,,,,,,,,,,,,
Argynnis cybele,,,,,,,,,,,,,,,,,,
Ascalapha odorata,,,,,,,,,,,,,,,,,,
Panoquina ocola,,,,,,,,,,,,,,,,,,
Acharia stimulea,,,,,,,,,,,,,,,,,,
Lomographa glomeraria,,,,,,,,,,,,,,,,,,
Echinargus isola,,,,,,,,,,,,,,,,,,
Vanessa itea,,,,,,,,,,,,,,,,,,
Palpita magniferalis,,,,,,,,,,,,,,,,,,
Natada nasoni,,,,,,,,,,,,,,,,,,
Hemiagus ceraunus,,,,,,,,,,,,,,,,,,
Polites peckius,,,,,,,,,,,,,,,,,,
Calluga costalis,,,,,,,,,,,,,,,,,,
Agrtis ipsilon,,,,,,,,,,,,,,,,,,
Harrisina americana,,,,,,,,,,,,,,,,,,
Platynota exasperatana,,,,,,,,,,,,,,,,,,
Megisto cymela,,,,,,,,,,,,,,,,,,
Mniotype tenera,,,,,,,,,,,,,,,,,,
Polygonia comma,,,,,,,,,,,,,,,,,,
Epimecis hortaria,,,,,,,,,,,,,,,,,,
Argynnis paphia,,,,,,,,,,,,,,,,,,
Scopula rubraria,,,,,,,,,,,,,,,,,,
Tisiphone abeona,,,,,,,,,,,,,,,,,,
Minoa euthecta,,,,,,,,,,,,,,,,,,
Nathalis iole,,,,,,,,,,,,,,,,,,
Phoebis agarithe,,,,,,,,,,,,,,,,,,
Eucaetes egle,,,,,,,,,,,,,,,,,,
Acroceuthes metaxanthana,,,,,,,,,,,,,,,,,,
Vanicela xenaelpha,,,,,,,,,,,,,,,,,,
Chloroclystis mniochroa,,,,,,,,,,,,,,,,,,
Autgrapha gamma,,,,,,,,,,,,,,,,,,
Leptotes marina,,,,,,,,,,,,,,,,,,
Fishia illocata,,,,,,,,,,,,,,,,,,
Tympanota perophora,,,,,,,,,,,,,,,,,,
Phragmatobia fuliginosa,,,,,,,,,,,,,,,,,,
Hypercompe scribonia,,,,,,,,,,,,,,,,,,
Costaconvexa centrostrigria,,,,,,,,,,,,,,,,,,
Galgula partita,,,,,,,,,,,,,,,,,,
Papilio polytes,,,,,,,,,,,,,,,,,,
Prochoerodes lineola,,,,,,,,,,,,,,,,,,
Cutina distincta,,,,,,,,,,,,,,,,,,
Pontia protodice,,,,,,,,,,,,,,,,,,
Scoparia biplagialis,,,,,,,,,,,,,,,,,,
Elophila obliteralis,,,,,,,,,,,,,,,,,,
Hypoprepia fucosa,,,,,,,,,,,,,,,,,,
Euplexia benesimilis,,,,,,,,,,,,,,,,,,
Acronicta americana,,,,,,,,,,,,,,,,,,
Oxycanus beltista,,,,,,,,,,,,,,,,,,
Lon hobomok,,,,,,,,,,,,,,,,,,
oreta rosea,,,,,,,,,,,,,,,,,,
Paonia myops,,,,,,,,,,,,,,,,,,
Caripeta divisata,,,,,,,,,,,,,,,,,,
Anticarsia gemmatalis,,,,,,,,,,,,,,,,,,
Cercyonis pegala,,,,,,,,,,,,,,,,,,
Celastrina neglecta,,,,,,,,,,,,,,,,,,
Melanargia galathea,,,,,,,,,,,,,,,,,,
Heterogenea shurtleffi,,,,,,,,,,,,,,,,,,
Brephidium eilis,,,,,,,,,,,,,,,,,,
Pyronia tithonus,,,,,,,,,,,,,,,,,,
Argyrotaenia velutiana,,,,,,,,,,,,,,,,,,
Gymnoscelis rufifasciata,,,,,,,,,,,,,,,,,,
Mictoneruta flexanimana,,,,,,,,,,,,,,,,,,
Manduca sexta,,,,,,,,,,,,,,,,,,
Phosphila miselioides,,,,,,,,,,,,,,,,,,
Celastrina argiolus,,,,,,,,,,,,,,,,,,
Anicla infecta,,,,,,,,,,,,,,,,,,
Martania grandis,,,,,,,,,,,,,,,,,,
Eutrapela clematoria,,,,,,,,,,,,,,,,,,
Scopula optivata,,,,,,,,,,,,,,,,,,
Cecropterus dorantes,,,,,,,,,,,,,,,,,,
Cecropterus pylades,,,,,,,,,,,,,,,,,,
Pseudeustrotia carneola,,,,,,,,,,,,,,,,,,
Idia aemula,,,,,,,,,,,,,,,,,,
Clepsis peritana,,,,,,,,,,,,,,,,,,
Colias philodice,,,,,,,,,,,,,,,,,,
Aphantopus hyperantus,,,,,,,,,,,,,,,,,,
Heraclides cesphontes,,,,,,,,,,,,,,,,,,
Hyppa contrasta,,,,,,,,,,,,,,,,,,
Pholodes sinistratia,,,,,,,,,,,,,,,,,,
Anartia fatima,,,,,,,,,,,,,,,,,,
Glaucopsyche lygdamus,,,,,,,,,,,,,,,,,,
Phyciodes cocyta,,,,,,,,,,,,,,,,,,
Parallelia bistriaris,,,,,,,,,,,,,,,,,,
Lampides boeticus,,,,,,,,,,,,,,,,,,
Crambus agitatellus,,,,,,,,,,,,,,,,,,
Hofmannophila pseudospretella,,,,,,,,,,,,,,,,,,
Phlenora chionastis,,,,,,,,,,,,,,,,,,
Celastrina echo,,,,,,,,,,,,,,,,,,
Macroglossum stellatatum,,,,,,,,,,,,,,,,,,
Hemaris diffinis,,,,,,,,,,,,,,,,,,
Parapediasia teterrellus,,,,,,,,,,,,,,,,,,
Peribatodes rhomboidaria,,,,,,,,,,,,,,,,,,
Heteronympha penelope,,,,,,,,,,,,,,,,,,
Jononia grisea,,,,,,,,,,,,,,,,,,
Rivula propinqualis,,,,,,,,,,,,,,,,,,
Cleora sabulata,,,,,,,,,,,,,,,,,,
Heraclides rumiko,,,,,,,,,,,,,,,,,,
Lethe anthedon,,,,,,,,,,,,,,,,,,
